CUST ID;BALANCE;BALANCE FREQUENCY;PURCHASES;ONEOFF PURCHASES;INSTALLMENTS PURCHASES;CASH ADVANCE;PURCHASES FREQUENCY;ONEOFF PURCHASES FREQUENCY;PURCHASES INSTALLMENTS FREQUENCY;CASH ADVANCE FREQUENCY;CASH ADVANCE TRX;PURCHASES TRX;CREDIT LIMIT;PAYMENTS;MINIMUM PAYMENTS;PRC FULL PAYMENT;TENURE
C11774;14.604.887;0.909091;3256.15;3256.15;0;0;0.916667;0.916667;0;0;0;22;6500;3.498.681.846;74.878.694;0.25;12
C11775;2.779.833.422;1;0;0;0;1.492.253.356;0;0;0;0.727273;14;0;3000;1.708.484.919;1.285.667.565;0;11
C11776;161.792.222;1;2883.58;1933.56;950.02;0;1;1;0.166667;0;0;20;2000;3.051.442.623;185.380.301;0.75;12
C11777;5.239.120.768;1;1823.23;1823.23;0;0;0.75;0.75;0;0;0;14;5750;2.107.740.768;2.658.139.243;0;12
C11778;2.288.014.844;1;1753.46;1753.46;0;0;1;1;0;0;0;50;2500;989.999.739;1.121.296.235;0;12
C11779;1.526.707.241;1;484.47;0;484.47;402.906.235;0.75;0;0.666667;0.333333;11;9;1500;1.086.417.545;1.818.148.035;0;12
C11780;52.598.283;1;517.83;0;517.83;0;1;0;1;0;0;55;6500;600.096.058;163.367.227;1;12
C11781;981.886.157;1;0;0;0;473.430.801;0;0;0;0.083333;3;0;3500;768.398.403;239.523.143;0;12
C11782;14.891.634;0.222222;0;0;0;116.193.463;0;0;0;0.111111;1;0;3000;0;;0;9
C11784;5.270.593;0.181818;69.57;69.57;0;0;0.083333;0.083333;0;0;0;2;4000;411.825.987;83.449.559;0;12
C11785;314.675.322;1;1310.9;838.76;472.14;0;1;0.916667;1;0;0;35;10000;14.252.566;203.356.235;0;12
C11786;467.244.925;1;4001.7;1769.36;2232.34;0;1;0.583333;1;0;0;109;16000;2.259.241.805;183.138.427;0.181818;12
C11787;304.945.628;1;2788.81;2788.81;0;266.383.091;0.727273;0.727273;0;0.090909;6;22;4000;2.803.353.036;130.626.533;0.714286;11
C11788;1.271.429.631;1;0;0;0;678.525.863;0;0;0;0.25;3;0;1500;526.910.053;416.325.411;0;12
C11789;97.389.327;1;60;60;0;0;0.083333;0.083333;0;0;0;1;12500;453.421.982;20.488.001;0;12
C11790;1.597.521.193;1;211.07;0;211.07;994.167.915;0.5;0;0.416667;0.083333;1;6;5000;3.187.854.069;665.357.143;0;12
C11791;10.118.033;0.1;0;0;0;197.521.871;0;0;0;0.1;1;0;1500;648.301.187;148.644.436;0;10
C11792;103.629.108;1;1106.62;866.22;240.4;0;1;0.416667;1;0;0;25;6000;1.343.893.653;159.496.615;0.545455;12
C11794;993.027.484;1;0;0;0;1.586.612.256;0;0;0;0.333333;19;0;1200;2.185.377.456;444.684.235;0.090909;12
C11795;4.226.501.257;1;4900;4900;0;980.879.554;0.166667;0.166667;0;0.083333;1;7;10500;615.450.902;1.637.629.006;0;12
C11796;1.118.086.877;1;128.8;0;128.8;0;0.166667;0;0.166667;0;0;2;1200;277.766.526;436.577.474;0;12
C11797;555.131.027;1;1586.45;1111.6;474.85;0;1;0.416667;1;0;0;51;5500;3.219.285.764;244.624.549;0.416667;12
C11798;1.133.572.488;1;4063.49;2807;1256.49;39.173.075;1;0.75;1;0.083333;1;44;1600;4.936.506.976;284.024.015;0.083333;12
C11799;364.604.461;1;0;0;0;949.437.186;0;0;0;0.25;4;0;8000;975.508.088;89.729.515;0;12
C11800;3.790.914.663;1;2655.68;1607.63;1048.05;6.263.883.768;0.833333;0.333333;1;0.5;11;111;8300;6.173.165.264;1.192.462.873;0.083333;12
C11801;340.082.231;1;3177.21;430;2747.21;0;0.833333;0.083333;0.666667;0;0;19;7500;2.658.629.277;141.256.176;0.333333;12
C11802;11.249.863;0.636364;137.84;137.84;0;0;0.166667;0.166667;0;0;0;3;10000;234.444.295;101.418.698;0.166667;12
C11803;108.548.004;1;1099.19;885.97;213.22;0;1;0.583333;0.916667;0;0;25;4000;1.181.316.469;174.477.061;0.583333;12
C11804;60.168.828;0.8;1358.2;468.33;889.87;0;0.8;0.2;0.7;0;0;26;1500;310.912.113;157.872.552;0;10
C11805;2.529.016.337;1;1040.74;0;1040.74;0;1;0;1;0;0;28;2500;1.746.018.537;2.996.008.935;0;12
C11806;30.690.901;1;2768.93;1281.14;1487.79;0;1;0.25;0.916667;0;0;23;10500;2.605.175.646;174.261.548;0.5;12
C11807;14.203.161;0.454545;117;0;117;0;0.333333;0;0.25;0;0;4;7950;346.311.752;164.071.552;0.666667;12
C11808;338.793.956;1;391.14;0;391.14;987.378.841;1;0;1;0.083333;1;15;7000;88.986.432;1.566.969.659;0;12
C11809;26.247.988;0.090909;0;0;0;2.861.967.408;0;0;0;0.083333;1;0;3000;0;;0;12
C11810;3.961.649.658;1;2280;0;2280;0;1;0;1;0;0;12;4500;2.216.561.982;2.469.589.072;0;12
C11811;121.388.989;0.545455;783.83;683.93;99.9;315.342.982;0.416667;0.166667;0.333333;0.166667;3;7;7000;1.778.900.698;177.969.765;1;12
C11813;354.527.499;1;3751.42;1201.42;2550;0;1;0.416667;1;0;0;62;9000;4.001.942.901;167.998.751;1;12
C11814;91.236.003;1;10709.17;9689.36;1019.81;0;1;1;1;0;0;49;15000;1.138.163.396;299.249.818;1;12
C11815;5.337.987.139;1;2545.37;0;2545.37;994.391.034;1;0;1;0.083333;1;21;13500;1.663.976.007;1.229.779.536;0;12
C11816;4.210.323.012;1;1210.31;139.02;1071.29;1.817.321.515;1;1;1;0.166667;2;52;7500;8.138.429.479;1.070.026.829;0.083333;12
C11817;890.275.144;0.545455;435.14;435.14;0;0;0.166667;0.166667;0;0;0;7;1800;3.334.754.054;1.102.402.301;0;12
C11818;1.740.169.093;1;276.72;0;276.72;0;1;0;1;0;0;15;1800;667.764.492;601.656.779;0;12
C11819;5.383.084.424;1;9736.61;3684.52;6052.09;2.965.656.802;1;0.416667;1;0.25;7;135;9000;1.582.473.587;3.364.021.248;0.083333;12
C11820;4.603.402.061;1;0;0;0;7.665.092.756;0;0;0;0.916667;21;0;14000;9.874.465.723;1.168.006.176;0.083333;12
C11821;18.150.347;0.454545;119.8;0;119.8;0;0.333333;0;0.25;0;0;4;4500;297.276.499;143.808.363;0.333333;12
C11822;2.833.613.641;1;1387.52;526.12;861.4;1.442.587.409;1;0.25;0.75;0.166667;5;20;3000;1.564.459.934;2.019.019.279;0;12
C11823;1.547.714.145;1;2476.31;804.4;1671.91;0;1;0.416667;1;0;0;82;3500;406.148.987;33.350.034;0;12
C11824;144.346.693;1;1976.32;859.79;1116.53;0;1;0.25;0.916667;0;0;28;4500;1.828.116.915;166.497.851;0.583333;12
C11825;1.377.812.538;1;14300.98;10394.67;3906.31;0;1;0.916667;0.916667;0;0;55;18000;1.353.567.697;352.090.849;1;12
C11826;926.341.558;0.909091;45.65;45.65;0;0;0.083333;0.083333;0;0;0;1;1000;1.293.650.192;995.774.274;0;12
C11827;1.082.205.811;1;4850.35;2847.8;2002.55;0;1;0.916667;1;0;0;208;15500;274.009.442;2.621.071.099;0;12
C11828;1.238.932.482;1;280.09;69;211.09;0;0.916667;0.083333;0.916667;0;0;12;1500;1.575.457.164;6.422.472.544;0;12
C11829;5.681.962.807;1;523.19;340.19;183;1.116.370.312;0.666667;0.166667;0.416667;0.25;4;8;11500;2.167.822.526;1.433.734.576;0;12
C11830;1.269.019.947;0.818182;445.46;0;445.46;0;1;0;1;0;0;13;2600;2.875.999.728;489.750.966;0;12
C11831;159.248.626;1;1449.48;460;989.48;0;1;0.333333;1;0;0;19;10500;169.590.191;419.784.527;0;12
C11832;9.502.256.762;1;2776.09;1424.05;1352.04;0;0.916667;0.583333;0.916667;0;0;36;10500;4.177.324.826;4.264.641.552;0;12
C11833;57.416.262;1;685;0;685;0;1;0;0.916667;0;0;12;1200;559.813.964;198.618.741;0.333333;12
C11834;2.303.956.234;0.888889;0;0;0;5.585.815.801;0;0;0;0.777778;21;0;6000;331.450.159;44.357.704;0;9
C11835;22.869.003;0.909091;4536.48;3275;1261.48;0;1;0.333333;1;0;0;37;4000;5.981.014.712;1.542.926.815;0;12
C11836;1.058.369.265;1;0;0;0;1.353.576.787;0;0;0;0.25;4;0;1500;1.381.061.656;266.359.712;0;12
C11837;4.803.122.987;1;0;0;0;1.692.520.703;0;0;0;0.416667;6;0;8500;1.089.772.516;156.404.788;0;12
C11838;6.836.552.992;1;0;0;0;1.140.573.425;0;0;0;1;42;0;10000;6.834.695.342;2.716.326.216;0;12
C11839;3.122.949;0.545455;0;0;0;317.505.521;0;0;0;0.166667;2;0;2500;559.499.889;56.150.133;0.25;12
C11840;1.053.639.683;1;1027.01;1002.8;24.21;314.032.321;0.583333;0.25;0.25;0.083333;3;8;2200;118.114.154;225.348.166;0;12
C11841;1.173.426.656;1;1528.12;0;1528.12;5.187.258.558;1;0;0.916667;0.583333;13;38;15500;3.624.231.423;4.804.430.447;0;12
C11842;8.055.139;0.909091;2132.7;914;1218.7;0;1;1;1;0;0;38;10000;1.731.530.778;129.508.802;0.545455;12
C11843;1.308.786.637;1;0;0;0;99.670.323;0;0;0;0.166667;2;0;1500;528.262.752;344.758.313;0;12
C11844;6.224.464.489;1;4439.11;3884.1;555.01;0;0.833333;0.5;0.75;0;0;59;6500;2.546.344.149;4.299.471.274;0;12
C11845;874.203.747;1;232.8;232.8;0;33.157.572;0.25;0.25;0;0.083333;1;5;3000;1.473.641.228;328.114.324;0.083333;12
C11846;1.329.443.468;1;0;0;0;1.024.351.429;0;0;0;0.166667;2;0;1800;684.599.962;311.075.432;0;12
C11847;4.372.395.867;1;569.91;569.91;0;520.844.673;0.272727;0.272727;0;0.272727;9;5;4500;1.345.099.869;3.937.465.141;0;11
C11848;4.473.439.581;1;656.2;656.2;0;117.482.021;1;1;0;0.083333;1;12;4500;1.481.910.221;1.496.978.704;0;12
C11849;1.127.607.606;1;0;0;0;271.093.275;0;0;0;0.083333;1;0;8500;662.387.331;260.277.533;0;12
C11850;1.194.651.852;1;322.29;0;322.29;0;0.916667;0;0.833333;0;0;13;1200;482.355.548;946.189.043;0;12
C11851;291.991.838;1;2971.56;1671.6;1299.96;0;0.916667;0.333333;0.833333;0;0;31;13500;2.238.594.868;171.648.662;1;12
C11852;2.929.747.983;1;376.04;222;154.04;0;0.5;0.083333;0.5;0;0;8;3000;1.037.958.748;1.405.916.655;0;12
C11853;16.005.542;0.272727;151.33;151.33;0;0;0.166667;0.166667;0;0;0;3;5000;45.083.685;132.752.406;0.5;12
C11854;6.937.806.466;1;339.75;0;339.75;0;0.25;0;0.25;0;0;3;10500;2.163.154.746;3.228.084.937;0;12
C11855;7.888.028.118;1;0;0;0;1.282.985.376;0;0;0;0.333333;7;0;12000;1.685.554.741;2.145.585.863;0;12
C11856;1.020.292.184;1;1788.1;921.1;867;0;0.833333;0.25;0.833333;0;0;22;1500;492.184.722;745.734.369;0;12
C11857;4.751.924.842;1;1394.93;576.13;818.8;0;1;0.333333;1;0;0;37;5000;2.635.439.016;424.746.441;0;12
C11858;2.270.955.171;1;25.26;25.26;0;452.803.657;0.083333;0.083333;0;0.25;3;1;3100;503.196.519;815.400.611;0;12
C11859;2.377.759.245;1;0;0;0;94.390.775;0;0;0;0.416667;6;0;6500;4.119.519.203;955.260.042;0;12
C11860;1.473.902.933;1;0;0;0;163.855.122;0;0;0;0.333333;4;0;1500;340.239.419;517.593.629;0;12
C11861;6.853.020.124;1;0;0;0;2.529.901.587;0;0;0;0.5;9;0;7500;1.863.404.442;2.228.516.092;0;12
C11862;1.527.644.591;1;0;0;0;210.417.767;0;0;0;0.166667;3;0;1700;540.406.147;508.668.881;0;12
C11863;1.611.475.175;1;807.72;0;807.72;0;1;0;1;0;0;36;1500;1.019.454.819;2.134.562.981;0;12
C11864;344.591.662;0.363636;519;519;0;2.865.942.873;0.083333;0.083333;0;0.166667;6;1;4000;663.651.176;69.241.728;0;12
C11865;2.021.641.161;1;363.18;363.18;0;0;1;1;0;0;0;13;2000;70.424.077;795.859.808;0;12
C11866;102.228.073;1;1074.29;249.21;825.08;0;1;0.166667;1;0;0;21;5000;1.075.317.643;188.241.729;0.083333;12
C11867;140.726.415;0.909091;151.64;151.64;0;0;0.090909;0.090909;0;0;0;1;1500;337.890.842;337.424.016;0;11
C11868;2.158.419.812;1;154.53;115.8;38.73;879.540.473;0.375;0.25;0.375;0.25;8;8;2500;664.112.193;459.980.824;0;8
C11869;1.492.433.396;1;99.75;34.32;65.43;0;0.083333;0.083333;0.083333;0;0;3;6000;2.224.187.609;382.929.831;0.083333;12
C11870;5.193.661.885;1;0;0;0;1.682.146.822;0;0;0;0.583333;9;0;5500;2.422.095.104;2.233.338.791;0;12
C11871;1.885.547.591;1;0;0;0;3.197.181.617;0;0;0;0.25;11;0;8000;8.559.584.636;755.628.834;0.166667;12
C11872;54.842.927;1;105;105;0;0;0.083333;0.083333;0;0;0;1;4000;329.582.826;174.978.044;0;12
C11873;2.125.107.734;1;663.04;663.04;0;1.953.192.558;0.75;0.75;0;0.083333;2;24;2500;560.757.972;447.234.777;0;12
C11874;102.832.194;1;1067.85;669.21;398.64;0;1;0.583333;1;0;0;21;10000;148.049.182;147.450.493;0.545455;12
C11875;1.628.609.633;1;1340.83;695.04;645.79;0;0.666667;0.416667;0.5;0;0;28;2000;586.263.693;1.190.488.094;0;12
C11876;173.368.291;1;100;100;0;27.057.595;0.083333;0.083333;0;0.333333;6;1;1700;689.279.807;110.199.844;0;12
C11877;9.303.557.117;1;6133.01;4045.67;2087.34;189.560.877;1;1;1;0.833333;23;115;12500;4.054.579.469;2.998.465.025;0;12
C11878;3.541.960.207;1;0;0;0;1.853.517.071;0;0;0;0.166667;2;0;4000;789.692.304;941.569;0;12
C11879;1.420.316;0.090909;0;0;0;94.535.691;0;0;0;0.083333;1;0;1200;0;;0;12
C11880;2.447.783.112;1;431.96;290;141.96;0;0.583333;0.166667;0.416667;0;0;9;2500;740.165.746;1.096.264.703;0;12
C11881;94.280.326;1;846.06;312.4;533.66;0;1;0.166667;0.916667;0;0;21;9000;92.271.497;171.595.701;0.75;12
C11882;1.628.591.333;1;361;0;361;291.278.909;0.833333;0;0.75;0.166667;2;20;1800;1.018.197.785;684.453.198;0;12
C11883;396.667.584;1;2559.41;2469.41;90;0;0.5;0.333333;0.166667;0;0;8;4000;827.889.811;188.185.292;0;12
C11884;5.036.762.745;1;3393.73;1702.72;1691.01;0;1;0.833333;1;0;0;71;10000;1.331.175.753;120.679.054;0;12
C11885;248.243.958;0.272727;0;0;0;1.423.527.628;0;0;0;0.166667;3;0;3500;181.018.701;341.269.008;0;12
C11886;109.417.101;1;1219.85;878.7;341.15;172.656.204;1;1;0.75;0.083333;2;23;5000;2.250.036.431;180.605.564;0.5;12
C11887;4.624.411.724;1;2537.67;1774.91;762.76;0;0.916667;0.75;0.666667;0;0;39;7000;1.045.881.353;1.194.290.831;0;12
C11888;491.605.909;0.909091;747.55;0;747.55;0;0.818182;0;0.818182;0;0;9;2500;282.956.764;189.443.558;0;11
C11889;5.329.815.675;1;674.85;501.85;173;1.129.296.969;0.666667;0.166667;0.666667;0.166667;6;24;5500;1.390.662.933;3.999.109.938;0;12
C11890;10.486.808;0.363636;241.27;241.27;0;0;0.083333;0.083333;0;0;0;1;2500;557.897.488;204.561.603;0;12
C11892;4.402.354.047;1;0;0;0;2.117.809.244;0;0;0;0.25;10;0;5000;1.030.120.113;1.162.586.801;0;12
C11893;7.283.579.076;1;209.07;209.07;0;7.545.629.864;0.083333;0.083333;0;0.333333;9;1;11500;1.543.541.917;2.818.721.047;0;12
C11894;30.859.227;0.545455;415.04;0;415.04;0;0.5;0;0.5;0;0;6;7500;485.108.353;98.722.488;0.545455;12
C11895;11.287.035;0.818182;918.6;603.6;315;0;0.75;0.416667;0.583333;0;0;17;7500;1.129.696.171;177.258.588;1;12
C11896;739.019.856;1;612.1;0;612.1;2.735.148.792;0.666667;0;0.666667;0.166667;2;25;12000;192.045.776;1.795.652.542;0;12
C11897;1.274.142.457;1;5219.95;2568.35;2651.6;0;1;0.833333;1;0;0;66;7500;398.442.893;3.453.797.867;0;12
C11898;644.112.226;0.454545;638.61;0.01;638.6;0;0.583333;0.083333;0.583333;0;0;12;12000;252.945.977;227.892.037;0;12
C11899;91.231.825;0.636364;736.91;32.71;704.2;0;0.583333;0.083333;0.5;0;0;8;6000;960.373.775;175.898.057;1;12
C11900;915.717.703;1;55.49;0;55.49;0;0.416667;0;0.416667;0;0;7;1000;1.221.513.652;1.080.004.619;0.083333;12
C11901;1.216.594.927;1;878.64;757.8;120.84;155.804.123;0.75;0.75;0.166667;0.166667;2;20;1200;65.424.428;1.296.173.027;0;12
C11902;5.941.271.179;1;279.36;0;279.36;905.982.826;0.666667;0;0.666667;0.083333;2;16;6000;3.140.402.423;2.949.001.145;0;12
C11903;3.817.693.096;1;4974.27;3825.87;1148.4;0;1;0.25;1;0;0;33;5000;6.752.531.183;1.468.156.345;0;12
C11904;0;0;369.36;0;369.36;0;1;0;1;0;0;12;1500;431.443.959;;0;12
C11905;1.276.941.373;1;2196.54;1037.8;1158.74;0;1;0.333333;1;0;0;44;1000;1.410.009.813;3.446.470.208;0;12
C11906;8.099.879.299;1;2352;1161.47;1190.53;389.680.166;1;0.833333;1;0.25;4;50;12500;1.863.944.131;1.830.532.435;0;12
C11907;86.694.598;0.5;0;0;0;465.455.995;0;0;0;0.1;1;0;1500;54.382.992;64.977.254;0;10
C11908;78.910.866;0.909091;828.14;301;527.14;0;0.416667;0.333333;0.166667;0;0;9;2600;903.603.701;519.561.892;0.285714;12
C11909;52.776.167;1;508.94;508.94;0;0;1;1;0;0;0;12;3000;478.833.594;164.997.774;0.4;12
C11910;109.140.973;1;319.62;319.62;0;0;0.666667;0.666667;0;0;0;13;3500;59.796.043;168.622.192;0;12
C11911;2.586.533.933;1;400;400;0;0;0.083333;0.083333;0;0;0;1;3000;886.663.668;939.459.896;0;12
C11912;6.668.440.979;1;5596.11;2880.91;2715.2;2.790.317.276;1;0.583333;1;0.166667;14;110;16000;1.706.896.724;6.687.965.212;0.083333;12
C11913;2.539.279.598;1;820.42;820.42;0;879.324.856;0.666667;0.666667;0;0.166667;2;19;3000;757.327.536;686.941.106;0;12
C11914;2.154.354.852;1;104;104;0;91.406.322;0.090909;0.090909;0;0.090909;1;1;6000;732.471.319;512.458.262;0;11
C11915;2.720.959.921;1;66.49;0;66.49;457.611.102;0.166667;0;0.166667;0.333333;7;3;3000;967.657.856;1.317.330.243;0;12
C11916;693.643.988;1;358.91;152;206.91;0;1;0.25;1;0;0;39;5000;33.879.121;170.609.681;0;12
C11917;3.414.780.266;1;0;0;0;8.264.603.438;0;0;0;0.181818;9;0;9000;71.895.107;1.160.439.791;0;11
C11918;3.478.070.041;1;2465.92;1676.11;789.81;90.363.202;1;0.75;1;0.083333;1;41;12000;95.530.285;962.880.942;0;12
C11919;6.378.276.044;1;0;0;0;4.169.593.183;0;0;0;0.666667;15;0;10500;1.376.688.305;1.539.532.191;0;12
C11920;3.307.464;0.909091;286.4;231.29;55.11;91.341.961;0.5;0.25;0.166667;0.083333;1;6;8500;435.600.387;188.836.554;0.3;12
C11921;36.668.899;1;653.21;0;653.21;0;1;0;1;0;0;30;3000;276.166.583;193.830.954;0;12
C11922;24.517.692;1;2481.64;0;2481.64;0;1;0;1;0;0;41;4000;2.261.352.187;176.531.272;0.916667;12
C11924;786.483.086;1;226.9;0;226.9;666.779.555;0.833333;0;0.75;0.166667;4;25;1200;1.391.068.932;187.144.712;0;12
C11925;703.142;0.454545;502.33;424;78.33;0;0.416667;0.166667;0.166667;0;0;5;2500;844.120.402;25.455.716;0;12
C11926;4.379.015.578;1;996.64;860.5;136.14;3.632.137.219;0.916667;0.666667;0.416667;0.333333;4;27;14500;2.034.929.239;1.064.251.367;0;12
C11927;167.757.298;1;320.72;0;320.72;0;0.916667;0;0.916667;0;0;20;1200;863.485.864;18.652.878;0;12
C11928;1.199.555.426;0.5;0;0;0;2.831.836.214;0;0;0;0.1;2;0;3000;707.767.429;63.797.592;0;10
C11929;5.774.207.136;1;2102.51;721.67;1380.84;3.536.320.402;0.916667;0.333333;0.916667;0.083333;7;37;15000;4.711.567.357;1.308.759.437;0;12
C11930;41.461.969;0.272727;550.08;0;550.08;0;0.25;0;0.166667;0;0;4;6000;1.104.875.573;168.561.947;1;12
C11931;1.383.161.918;1;0;0;0;55.212.259;0;0;0;0.166667;2;0;1500;276.630.198;504.836.908;0;12
C11932;2.572.878.701;1;3975;3975;0;0;0.416667;0.416667;0;0;0;5;4000;2.386.982.592;667.024.916;0;12
C11933;177.556.406;0.818182;2228.35;1600.99;627.36;0;0.75;0.666667;0.583333;0;0;29;12000;1.842.340.524;11.044.378;0.454545;12
C11934;538.995.587;1;0;0;0;2.156.577.132;0;0;0;0.166667;2;0;1200;3.303.660.591;303.152.869;0.111111;12
C11935;92.816.307;1;345.66;45.65;300.01;0;0.75;0.083333;0.75;0;0;10;1000;383.914.659;192.645.506;0.25;12
C11936;1.247.423.771;1;0;0;0;503.562.164;0;0;0;0.166667;3;0;1500;721.897.274;273.128.967;0;12
C11937;911.298.036;1;954.15;425.35;528.8;0;0.833333;0.25;0.666667;0;0;12;1200;283.608.489;282.489.805;0;12
C11938;98.427.228;1;389.24;0;389.24;0;0.666667;0;0.583333;0;0;11;8500;371.314.009;178.045.751;0;12
C11939;989.993.863;0.909091;0;0;0;1.110.807.913;0;0;0;0.181818;7;0;1200;240.088.742;283.359.039;0;11
C11940;69.352.136;1;636.15;0;636.15;0;0.833333;0;0.75;0;0;16;10000;837.801.642;193.410.391;0.333333;12
C11941;12.029.327;0.272727;581.21;0;581.21;0;0.333333;0;0.333333;0;0;11;4000;133.387.748;32.779.615;0;12
C11942;1.265.781.431;1;1585.79;1257.32;328.47;0;1;0.416667;1;0;0;22;3000;338.977.714;399.110.239;0;12
C11943;3.682.768.495;1;1194.15;987.59;206.56;1.074.785.954;1;0.25;0.916667;0.416667;10;52;4050;2.121.026.757;1.837.003.889;0;12
C11944;210.993.146;0.818182;90.51;90.51;0;0;0.083333;0.083333;0;0;0;1;6500;1.240.766.161;230.983.088;0;12
C11945;317.117.541;1;109.16;0;109.16;4.586.702.891;0.083333;0;0.083333;0.333333;10;1;6000;59.808.223;1.307.447.265;0;12
C11946;311.121.985;1;744.09;689.09;55;0;1;1;0.166667;0;0;19;7500;652.002.188;171.056.157;0;12
C11947;3.310.573.808;1;717.14;649.14;68;0;0.5;0.333333;0.083333;0;0;7;12500;1.372.959.063;775.796.181;0;12
C11948;408.948.673;0.272727;0;0;0;1.871.859.929;0;0;0;0.083333;1;0;10000;3.902.376.688;124.094.651;0.090909;12
C11949;131.342.635;0.636364;1160.65;1160.65;0;0;0.5;0.5;0;0;0;8;13000;1.113.408.654;93.234.625;0.3;12
C11950;365.005.559;1;421.04;341;80.04;0;0.333333;0.083333;0.333333;0;0;6;4000;1.386.413.639;110.535.797;0;12
C11951;26.599.993;0.545455;329.38;23.65;305.73;0;0.333333;0.083333;0.25;0;0;7;10500;10.347.342;222.733.821;1;12
C11952;1.117.461.472;1;0;0;0;1.377.191.285;0;0;0;0.714286;11;0;1500;171.694.194;14.940.891;0;7
C11953;26.216.029;0.545455;615.16;0;615.16;0;0.833333;0;0.833333;0;0;44;14000;1.560.047.704;81.334.001;0.363636;12
C11954;1.106.697.298;1;1260.13;1260.13;0;0;0.2;0.2;0;0;0;3;6500;1.556.574.701;238.440.314;0;10
C11955;2.205.471.982;1;3278.42;1640.05;1638.37;0;1;0.666667;1;0;0;147;6000;2.726.198.575;966.350.823;0;12
C11956;1.722.910.058;1;45.45;45.45;0;1.654.212.185;0.083333;0.083333;0;0.416667;5;2;4000;511.525.617;439.577.818;0;12
C11957;1.672.969.871;1;0;0;0;74.812.657;0;0;0;0.083333;1;0;2100;341.940.624;754.672.615;0;12
C11958;1.333.896.193;1;233.31;0;233.31;1.432.955.059;1;0;0.857143;0.285714;3;7;1500;310.700.827;298.330.185;0;7
C11959;1.329.826.951;1;1304.96;1304.96;0;18.427.395;0.25;0.25;0;0.083333;1;7;7500;625.414.678;402.131.301;0;12
C11960;117.063.942;0.909091;1035.05;64.9;970.15;0;0.75;0.083333;0.666667;0;0;10;3000;1.336.493.092;154.164.663;0.777778;12
C11961;559.151.424;1;94;94;0;0;0.25;0.25;0;0;0;3;5500;254.733.329;218.279.194;0;12
C11962;10.160.744;0.636364;82.04;0;82.04;0;0.5;0;0.5;0;0;6;2000;139.914.571;153.668.941;0;12
C11963;5.206.452.425;1;0;0;0;3.256.756.231;0;0;0;0.375;6;0;9500;996.182.712;1.093.098.388;0;8
C11964;2.623.967.336;1;3005.89;2438.85;567.04;0;0.916667;0.75;0.75;0;0;40;5500;1.245.201.203;679.379.333;0;12
C11965;2.297.324.675;1;4474.43;3544.31;930.12;1.508.526.487;0.916667;0.75;0.416667;0.166667;3;44;5500;9.481.484.058;846.555.233;0.083333;12
C11966;7.248.040.967;1;0;0;0;3.990.963.781;0;0;0;0.666667;24;0;8500;2.645.690.806;2.530.438.744;0;12
C11967;1.917.977.989;1;0;0;0;6.022.786.892;0;0;0;0.083333;1;0;6500;7.189.695.757;626.075.406;0.166667;12
C11968;206.376.314;1;1886.21;1230.31;655.9;0;1;1;1;0;0;65;3000;2.089.598.011;170.955.794;0.083333;12
C11969;5.283.566.994;1;202.31;116.09;86.22;1.564.285.475;0.333333;0.166667;0.166667;0.666667;17;5;9500;1.384.838.966;1.266.931.932;0;12
C11970;102.055.178;0.727273;999.19;586.29;412.9;0;0.583333;0.25;0.416667;0;0;16;7500;2.181.215.224;148.095.996;0.875;12
C11971;3.360.689.054;1;794.1;0;794.1;8.095.180.408;0.833333;0;0.75;0.666667;10;10;9500;4.897.570.343;1.460.924.018;0;12
C11972;1.046.787.477;1;517.08;282.6;234.48;0;0.75;0.333333;0.583333;0;0;13;1200;477.482.016;345.156.866;0;12
C11973;869.091.492;1;438.22;263.5;174.72;0;0.416667;0.25;0.166667;0;0;6;3000;336.521.212;381.780.101;0;12
C11974;5.292.905.315;1;5539.68;2603.79;2935.89;0;1;0.916667;1;0;0;273;6000;3.597.677.582;3.838.484.817;0;12
C11975;1.856.325.339;0.818182;670.5;516.9;153.6;5.603.126.858;0.545455;0.272727;0.363636;0.727273;107;9;7000;9.221.922.948;537.180.986;0.142857;11
C11976;127.240.494;1;760.36;89;671.36;0;1;0.083333;1;0;0;17;2500;371.387.459;17.624.916;0.090909;12
C11977;2.282.814.895;1;1522.72;1059.38;463.34;1.905.919.704;1;0.833333;1;0.25;3;38;9500;4.419.287.987;613.846.694;0;12
C11978;85.907.875;1;0;0;0;909.986.628;0;0;0;0.166667;2;0;3500;1.408.880.515;244.822.266;0;12
C11979;5.403.208.353;1;1085.85;1025.19;60.66;125.218.184;0.5;0.5;0.166667;0.583333;18;19;6000;1.572.554.124;1.921.636.378;0;12
C11980;1.941.539.209;1;1366.74;95.94;1270.8;0;1;0.083333;1;0;0;20;6300;495.133.413;500.750.411;0;12
C11981;5.418.305.735;1;0;0;0;5.051.791.781;0;0;0;0.666667;29;0;8000;1.476.335.057;1.555.563.621;0;12
C11982;1.195.530.817;1;0;0;0;2.108.302.563;0;0;0;0.666667;22;0;13000;393.335.535;5.601.587.776;0;12
C11983;1.224.513.636;1;529.34;186.03;343.31;1.108.666.511;0.833333;0.166667;0.583333;0.25;6;17;1200;467.463.129;856.600.588;0;12
C11984;817.793.943;1;478.28;189.03;289.25;945.547.556;0.545455;0.181818;0.363636;0.090909;1;7;2400;635.314.875;259.501.896;0;11
